Date observed	Date reported	Pathogen species 	Pathogen serotype	Pathogen NCBI taxonomy ID	Host species Latin name	Host species NCBI taxonomy ID	Host species common name	Animal domestication status	Latitude	Longitude	Geo text original 	Country OSM ID	Admin. level 1 OSM ID	Locality OSM ID	Data source	Original record ID
2022-04-08	2022-04-27	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Corvus macrorhynchos	36249	Large-billed crow	Wild	43.9115	144.6709					OIE	320531
2022-04-08	2022-05-09	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Aves	8782	birds	Domestic	14.373674	121.057523					OIE	321692
2022-04-06	2022-04-15	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Meleagris gallopavo	9103	wild turkey	Domestic	45.135	-94.90899999999999					OIE	319732
2022-04-05	2022-04-22	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Aves	8782	birds	Domestic	45.135	-87.632					OIE	320359
2022-03-29	2022-04-11	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Cygnus olor	8869	mute swan	Wild	53.571206000000004	20.293103					OIE	319366
2022-03-28	2022-04-14	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793				Wild	48.981	10.133					OIE	319611
2022-03-27	2022-04-04	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Aves	8782	birds	Domestic	44.986740000000005	1.5202639999999998					OIE	318404
2022-03-25	2022-04-08	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Anser sp.	8847	goose	Wild	50.86	-0.54					OIE	319222
2022-03-24	2022-04-12	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Anser anser	8843	greylag goose	Wild	46.816502	-1.1175190000000002					OIE	319396
2022-03-23	2022-04-04	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Gallus gallus	9031	chickens	Domestic	46.665240999999995	-1.032041					OIE	318417
2022-03-23	2022-04-13	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Cygnus	8867	swans	Wild	61.4729	21.8794					OIE	319425
2022-03-21	2022-03-31	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Aves	8782	birds	Domestic	44.371	-98.26899999999999					OIE	318124
2022-03-16	2022-03-23	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Gallus gallus	9031	chickens	Domestic	39.176	-75.499					OIE	316374
2022-03-14	2022-03-27	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Aves	8782	birds	Wild	37.65	126.8					OIE	316979
2022-03-14	2022-04-07	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Corvus macrorhynchos	36249	Large-billed crow	Wild	45.1239	142.36					OIE	318859
2022-03-13	2022-03-31	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Aves	8782	birds	Domestic	43.016999999999996	-71.05					OIE	318164
2022-03-09	2022-04-07	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Anatidae	8830	waterfowl	Wild	53.571999999999996	9.632					OIE	319021
2022-03-08	2022-03-14	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Aves	8782	birds	Domestic	46.950003	-1.837926					OIE	315752
2022-03-08	2022-04-07	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Anatidae	8830	waterfowl	Wild	54.338	13.725999999999999					OIE	319043
2022-03-07	2022-03-14	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Aves	8782	birds	Domestic	46.831047999999996	-0.825083					OIE	315810
2022-03-05	2022-03-14	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Anas platyrhynchos	8839	mallard ducks	Domestic	46.930521999999996	-1.1483139999999998					OIE	315711
2022-03-05	2022-03-14	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Aves	8782	birds	Domestic	46.883784999999996	-1.199481					OIE	315814
2022-03-04	2022-03-27	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Aves	8782	birds	Wild	37.5772	126.8268					OIE	316954
2022-03-01	2022-03-08	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Gallus gallus	9031	chickens	Domestic	41.319615	-8.669406					OIE	315418
2022-03-01	2022-03-31	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Aves	8782	birds	Domestic	36.879	-89.884					OIE	318149
2022-02-28	2022-03-07	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Anas platyrhynchos	8839	mallard ducks	Domestic	46.839515000000006	-1.0631950000000001					OIE	315196
2022-02-27	2022-03-14	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Anas platyrhynchos	8839	mallard ducks	Domestic	47.240531	-1.072526					OIE	315685
2022-02-25	2022-03-04	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Aves	8782	birds	Domestic	46.165374	9.420457					OIE	314960
2022-02-25	2022-03-07	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Anas platyrhynchos	8839	mallard ducks	Domestic	46.86019	-1.198666					OIE	315173
2022-02-24	2022-03-11	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Anatidae	8830	waterfowl	Wild	57.69	-2.06					OIE	315548
2022-02-23	2022-03-04	Influenza A virus		11320	Mareca strepera	75861	gadwall	Wild	37.8	-87.57					National authorities	315010
2022-02-22	2022-03-07	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Anas platyrhynchos	8839	mallard ducks	Domestic	43.322081	0.31441399999999997					OIE	315160
2022-02-12	2022-02-15	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Gallus gallus	9031	chickens	Domestic	36.774623	126.751717					OIE	313514
2022-02-12	2022-03-04	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793				Domestic	52.03	-2.37					OIE	314981
2022-02-11	2022-02-21	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793				Wild	53.9	9.1					OIE	314342
2022-02-08	2022-02-14	Influenza A virus		11320	Mareca americana	75832	American wigeon	Wild	35.15	-76.67					National authorities	313324
2022-02-07	2022-02-22	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Aves	8782	birds	Domestic	10.52	-0.37					FAO ECTAD RAF	313995
2022-02-07	2022-02-18	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Anser anser	8843	greylag goose	Wild	51.99	5.67					OIE	314196
2022-02-06	2022-02-15	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Meleagris gallopavo	9103	wild turkey	Domestic	37.3749	-6.6616					OIE	313520
2022-02-05	2022-05-26	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Aves	8782	birds	Domestic	41.772	-110.553					OIE	323556
2022-02-04	2022-02-15	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Accipitridae	56259		Wild	51.77	6.35					OIE	313666
2022-02-04	2022-02-22	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Aves	8782	birds	Domestic	5.788364	0.116247					FAO ECTAD RAF	313977
2022-02-02	2022-02-16	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Cygnus olor	8869	mute swan	Wild	52.450619999999994	20.97692					OIE	314066
2022-01-31	2022-02-02	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Anatidae	8830	waterfowl	Wild	49.262	12.8					OIE	312476
2022-01-31	2022-02-11	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Anatidae	8830	waterfowl	Wild	51.74	14.35					OIE	313404
2022-01-31	2022-03-20	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Aves	8782	birds	Wild	46.18	-59.95					OIE	316133
2022-01-28	2022-02-03	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Accipitridae	56259		Wild	53.54	8.095					OIE	312729
2022-01-28	2022-02-15	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Anas platyrhynchos	8839	mallard ducks	Domestic	43.408141	-0.97403					OIE	313597
2022-01-26	2022-02-09	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Anatidae	8830	waterfowl	Wild	53.3013	7.7384					OIE	313094
2022-01-26	2022-02-13	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Falconiformes	8948	falcons and others	Wild	53.35	6.88					OIE	313492
2022-01-26	2022-02-18	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Falconiformes	8948	falcons and others	Wild	52.91	-1.85					OIE	314178
2022-01-26	2022-03-20	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Falconiformes	8948	falcons and others	Wild	45.03	-64.2					OIE	316130
2022-01-24	2022-01-27	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Anatidae	8830	waterfowl	Wild	52.949	11.885					OIE	312210
2022-01-24	2022-02-18	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Branta leucopsis	184711	barnacle goose	Wild	51.8948	4.87					OIE	314257
2022-01-20	2022-02-11	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Anser albifrons	50365	White-fronted goose	Wild	45.608482	18.799863000000002					OIE	313264
2022-01-20	2022-02-22	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Laridae	8910	gulls	Wild	62.0711	-7.3117					OIE	314138
2022-01-18	2022-01-18	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Laridae	8910	gulls	Wild	51.98	4.57					OIE	311767
2022-01-18	2022-02-10	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Anatidae	8830	waterfowl	Wild	53.863	9.322000000000001					OIE	313257
2022-01-15	2022-01-24	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Anser anser	8843	greylag goose	Wild	50.966640000000005	5.696280000000001					OIE	311930
2022-01-14	2022-01-14	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Falconiformes	8948	falcons and others	Wild	51.916667	4.5					OIE	311746
2022-01-13	2022-01-24	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Branta canadensis	8853	Canada goose	Wild	51.00598	5.765619999999999					OIE	311932
2022-01-11	2022-01-13	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Gallus gallus	9031	chickens	Domestic	43.659659999999995	-0.566072					OIE	311245
2022-01-10	2022-02-09	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Laridae	8910	gulls	Wild	54.47	9.513889					OIE	313088
2022-01-06	2022-01-11	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Anas platyrhynchos	8839	mallard ducks	Domestic	46.472718	19.664062					OIE	310962
2022-01-06	2022-01-25	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793				Wild	56.152772	13.774460000000001					OIE	312063
2022-01-05	2022-02-09	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Anatidae	8830	waterfowl	Wild	54.072446	9.043203					OIE	312983
2022-01-03	2022-01-09	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Gallus gallus	9031	chickens	Domestic	45.214873	10.516978					OIE	310755
2022-01-02	2022-01-05	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Aves	8782	birds	Domestic	55.5278	11.3745					OIE	310581
2022-01-01	2022-01-10	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Anser anser	8843	greylag goose	Wild	51.151	3.03043					OIE	310784
2021-12-27	2022-02-07	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Anatidae	8830	waterfowl	Wild	53.825128	9.396658					OIE	312849
2021-12-25	2022-01-10	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Falconiformes	8948	falcons and others	Wild	52.68	5.23					OIE	310793
2021-12-23	2022-01-03	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Cygnus olor	8869	mute swan	Wild	47.0729	16.0089					OIE	310431
2021-12-23	2022-01-07	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Branta canadensis	8853	Canada goose	Wild	51.99	4.32					OIE	310673
2021-12-21	2022-01-05	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Anser sp.	8847	goose	Domestic	46.5322	19.6903					OIE	310338
2021-12-20	2021-12-24	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Gallus gallus	9031	chickens	Domestic	45.299253	10.806525					OIE	309921
2021-12-20	2021-12-30	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Gallus gallus	9031	chickens	Domestic	50.4699	14.2303					OIE	310275
2021-12-15	2021-12-20	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Cygnus olor	8869	mute swan	Wild	48.2472	16.4057					OIE	309326
2021-12-14	2022-01-02	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Falconiformes	8948	falcons and others	Wild	51.23	-2.45					OIE	310388
2021-12-14	2022-01-06	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793				Wild	49.49811	6.362					OIE	310435
2021-12-13	2021-12-15	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Aves	8782	birds	Domestic	51.496759999999995	19.75548					OIE	309166
2021-12-06	2021-12-14	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Aves	8782	birds	Domestic	36.1772	139.1814					OIE	309007
2021-12-06	2021-12-15	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Cygnus olor	8869	mute swan	Wild	49.228845	6.194446					OIE	309066
2021-12-05	2022-01-13	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Anas platyrhynchos	8839	mallard ducks	Domestic	43.609712	-0.40979799999999994					OIE	311231
2021-12-04	2021-12-06	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793				Wild	32.611712	35.202071000000004					OIE	308284
2021-12-04	2021-12-09	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Aves	8782	birds	Domestic	45.292993	11.596826					OIE	308611
2021-12-03	2021-12-09	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Aves	8782	birds	Domestic	43.931118	12.696819					OIE	308626
2021-11-29	2021-11-30	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Meleagris gallopavo	9103	wild turkey	Domestic	45.321333	11.026905000000001					OIE	307812
2021-11-29	2022-02-21	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Anas platyrhynchos	8839	mallard ducks	Domestic	9.67966	76.4365					OIE	314128
2021-11-26	2021-11-30	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Gallus gallus	9031	chickens	Domestic	45.214834	11.209984					OIE	307806
2021-11-23	2021-12-23	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Anatidae	8830	waterfowl	Wild	54.28735	10.248356					OIE	309795
2021-11-22	2021-11-25	Influenza A virus		11320	Aves	8782	birds	Domestic	51.413182	34.883307					OIE	307576
2021-11-20	2022-03-25	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Cygnus olor	8869	mute swan	Wild	52.29	-0.68					OIE	316850
2021-11-19	2021-12-06	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Anser anser	8843	greylag goose	Wild	53.236999999999995	-7.686					OIE	308273
2021-11-17	2021-12-23	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Anatidae	8830	waterfowl	Wild	54.47	9.513889					OIE	309896
2021-11-15	2021-11-17	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Gallus gallus	9031	chickens	Domestic	45.273524	11.629996					OIE	306902
2021-11-15	2021-11-30	Influenza A virus		11320	Anserinae	2068722		Wild	51.08705	4.48496					OIE	307754
2021-11-15	2022-01-06	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Anatidae	8830	waterfowl	Wild	51.253	12.312000000000001					OIE	310477
2021-11-09	2021-11-26	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Branta leucopsis	184711	barnacle goose	Wild	54.97	-3.49					OIE	307739
2021-11-08	2021-11-10	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	36.9851	127.54299999999999					OIE	306589
2021-11-08	2021-11-16	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Aves	8782	birds	Domestic	45.398492	11.062975999999999					OIE	306849
2021-11-06	2021-11-19	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Falconiformes	8948	falcons and others	Wild	56.26	-3.08					OIE	307117
2021-11-05	2021-12-23	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793				Wild	53.906000000000006	9.083					OIE	309754
2021-11-02	2022-01-04	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Branta leucopsis	184711	barnacle goose	Wild	55.468577	13.017371					OIE	310571
2021-10-31	2021-11-17	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Numididae	8990	guineafowls	Domestic	6.29416	1.1654					OIE	306936
2021-10-29	2021-11-22	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793				Wild	55.52644	13.122570000000001					OIE	307153
2021-10-28	2021-11-09	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Anas platyrhynchos	8839	mallard ducks	Wild	45.246265	10.190601					OIE	306523
2021-10-24	2021-11-10	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Aves	8782	birds	Domestic	-25.9	28.0					OIE	306528
2021-10-04	2021-10-28	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Aves	8782	birds	Domestic	-28.4	32.1					OIE	305910
2021-10-01	2021-10-28	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Aves	8782	birds	Domestic	-28.5	29.8					OIE	305909
2021-09-13	2021-09-29	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Phalacrocorax capensis	146614	Cape cormorant	Wild	-34.1	18.4					OIE	304238
2021-08-20	2021-09-17	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Aves	8782	birds	Domestic	55.612552	60.92499599999999					OIE	303545
2021-08-16	2021-08-25	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Aves	8782	birds	Domestic	-26.0	27.9					OIE	301635
2021-06-09	2022-01-14	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Phalacrocorax carbo	9209	great cormorant	Wild	-33.915	18.386					OIE	311289
2021-06-06	2021-08-22	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	22.686	106.2501					OIE	300532
2021-05-27	2021-08-03	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Aves	8782	birds	Domestic	-33.6	18.9					OIE	299213
2021-05-19	2021-08-18	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Aves	8782	birds	Domestic	-33.6	18.9					OIE	299914
2021-05-17	2021-08-25	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Anatidae	8830	waterfowl	Wild	-25.6	28.3					OIE	301642
2021-04-27	2021-05-05	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	54.879503	25.131123000000002					OIE	294830
2021-04-23	2021-05-05	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Aves	8782	birds	Domestic	54.57411	25.52769					OIE	294828
2021-04-13	2021-04-29	H5N1 subtype	{"Hsubtype":"H5","Nsubtype":"N1","pathogenicity":"HPAI"}	102793	Anserinae	2068722		Wild	54.48	9.7					OIE	294456
2021-03-31	2021-04-23	H5N8 subtype	{"Hsubtype":"H5","Nsubtype":"N8","pathogenicity":"HPAI"}	232441	Cygnus	8867	swans	Wild	58.73	5.56					OIE	294012
